Headline,Paragraph,URL,Category

"BBNaija evictions today: Angel, Pere, Saga, Nini, Queen comot Big Brother house afta Ebuka announce dia name but twist dey - See wetin to know","Saga, Nini and Queen don chop eviction from Big Brother Naija house. Queen na di first housemate to dey evicted on Sunday before Nini follow and den Saga Earlier on, Ebuka bin call Pere in front of di housemates say e chop eviction, but e later say e comot di house but not di show. E later call Angel as di second housemate to chop fake eviction from di show. Dis na di twist wey biggie bin warn about earlier on in di day. Afta di live eviction show, dem show Angel and Pere for di white room where biggie say dem go play a game wey go determine which one of dem go walk back into di house and which one go stay back. Na six housemates bin dey up for possible eviction for di ninth week, White Money, Pere, Angel, Saga, Nini and Queen. Biggie put di two housemates inside di white room to play wetin Ebuka di host of di show call 'double jeopardy' game. Di game involve toy trucks and di housemates go need to assemble dem together.  Di first housemate to do so successfully go win di game and get di chance to waka go back inside di BBNaija house to continue di game for di last week. Dem go announce di winner on Monday. Dis na how di fans bin vote. Last week, Saskay and Yousef na im chop eviction from Big Brother Naija house to leave eight housemates left. Emmanuel wey win di ultimate veto power for di week afta one game dem play bin get immunity from nominations. Wit im power, e appoint Liquorose as Head of House and Cross as her deputy wey give dem immunity from nomination and assurance say dem go dey di house until di final week. Sunday eviction show go be di last eviction for di house before di finals. Earlier during di diary section, di housemates bin get mixed emotions but dem happy say dem make am up to di ninth week. Di ones wey dey up for eviction bin dey nervous as dem no sure wetin dia fate go be. During di diary session wit di housemates, Saga, Queen, Pere, Whitemoney, Nini and Angel tok how dem feel about di possible eviction. Saga say im dey super proud of imself because e believe say di platform go catapult am go places and give am exposure. Queen on her part say she dey fear, say if she comot di house dis night, e go pain her. Pere say im dey nervous as im no know if today na di end of di road for am for di game. Whitemoney say im get mixed feelings about di eviction and e go pain am if e gatz watch di finalist enjoy Biggie treats from house. Nini on her part tok say she sef dey nervous but she go choose to enjoy di day as e fit be her last day for di house. Angel tok say di eviction dey fear her, how her life go be afta di show.",https://www.bbc.com/pidgin/tori-58700385,NIGERIA

Covid-19: UK government reply tori wey say dem no dey approve Covid- 19 vaccines wey Nigerians collect,"UK goment don ask Nigerians to ignore tori wey say di Covid- 19 vaccines wey dey in use for Nigeria no dey approved by di UK. Di British High Commissioner to Nigeria, Catriona Laing wey clear di mata for inside statement say ""di tori no be true as UK dey committed to global access to vaccines."" ""Di UK also dey among di kontris wey dey put plenty money down for Covax scheme, wey be platform to enable African kontris get access to vaccines."" Dis statement dey come afta Head of Africa health agency sama warning say UK policy say dem no dey collect Covid-19 vaccine certificates from Africa fit increase di number of pipo wey no go take di vaccine. Dr John Nkengasong wey be di Head of Africa Centres for Disease Control and Prevention (Africa CDC) tok say UK position dey confusing and e get serious implications for vaccine campaigns. E warn say some pipo go question why make dem collect di vaccine if e no dey accepted internationally. Many Africans dey para and say di policy dey discriminatory. India too dey vex as na dem dey produce most of di AstreZeneca vaccines dem dey distribute for Asia, Africa and Latin America. However, di British Commissioner explain say di UK no dey discriminate against vaccines wey Nigeria dey receive as dem recognize di Oxford-Astra Zeneca, Moderna, Pfizer and Johnson and Johnson Covid- 19 vaccines wey dey in use for Nigeria, plus e no matter di kontri dem manufacture di vaccine from. ""UK don donate 1.2 million vaccines directly to Nigeria through di COVAX scheme and go continue to provide support,"" Madam Laing add. On di rules wey concern international travel go di UK, di high commissioner assure Nigerians wey wan travel go di kontri say from October 4 2021, di current system go dey simplified. She say from October 4, one single red list of kontris where stricter rules go apply na im go dey and di rest f di world list. ""Na one single red list of kontris and territories na im go dey, and another list, wey go be di rest of di world list, dis one go get simpliefied travel measures."" ""Di rest of di world list go include all di list wey currently dey on UK amber list and Nigeria na one of dem.""",https://www.bbc.com/pidgin/tori-58692534,NIGERIA

,"Pastor Victoria Egbamuno bin marry for very young age, her husband fall sick and for di next 14 years, she carry upandan dey find solution bifor e die.  Afta 15 years wen her husband die, she finally find love for 57 years old to anoda 52 year old missionary wey neva marry bifor. Video: Dan Ikpoyi",https://www.bbc.com/pidgin/tori-58674411,NIGERIA

Muhammadu Buhari: 'We no spare any efforts to fight Boko Haram although dem still dey active' - President Buhari tell UN General Assembly,"Nigeria President Muhammadu Buhari say di kontri no spare any efforts for di way e take dey address di mata of terrorism wey Boko Haram and Banditry dey ginger for di Northern part of di kontri. President Buhari tok dis one as im dey address over 80 world leaders for di ongoing 76th session of di United Nations Assembly wey dey hold for New York. Di President speak on different issues wey dey in line wit di UNGA theme ""Building resilience through hope - to recover from Covid - 19, rebuild sustainably, respond to di needs of di planet, respect di rights of di pipo and revitalize di United Nations.""  Im say Nigeria security forces don record considerable success for di fight against terrorism and go continue to work wit UN counter-terrorism bodies to bring end to di scourge. Dis statement dey come as Nigeria dey experience different security threats wey range from banditry, kidnapping to extreme insurgencies.  When President Muhammadu Buhari dey elected for 2015, e bin promise to protect citizens from terrorists and criminals. But wit less than two years to im final term for office, insecurity still be issue. Some don link di recent increase in insecurity to di high level of poverty wey dey across di kontri, youth unemployment and di kontri poor economy. One of di recent security challenge wey be di biggest threats for families for Nigeria na di frequent kidnapping of school children from dia classrooms and boarding houses. More than 1,000 students don dey kidnapped from their schools since December 2020, di ones wey see freedom na di ones wey their family pay ransom. However, goment say some of di Boko Haram members don dey surrender dia weapons. On top di podium of di General Assembly hall, Oga Buhari tok about matas on international agenda wey dey of interest to Nigeria, dis include; Covid- 19, economy, climate change, terrorism, anti-corruption, debt suspension, international trade, among others. Di Nigeria President say make international community no tolerate recent coup wey don happun for some African kontris. E warn say di democratic gains wey West Africa don achieve in di past decade don dey comot sake of these negative trend. Di president advise say make individual Member - States obey di constitutional provisions for dia kontris, particularly on term limits. President Buhari call for more equitable distribution of vaccines to all kontris as no one fit dey safe until everyone dey safe.  ""I go like repeat my call for a fairer and more equitable distribution of vaccines to all kontris, so that, together, we fit fight and contain di pandemic. E dey important to note say no one fit dey safe until everyone dey safe."" E tok about things wey Nigeria don do to contain di virus. Di kontri get 140 laboratories as of today and e say dem don build isolation centres and emergency hospital wards all ova di kontri. ""Goment don also train more than 40,000 health care workers on Infection, Prevention and Control,"" im tok. President Buhari use di opportunity to call on world leaders to cancel di debt of developing kontris and small island developing states wey dey face serious financial challenges and no go fit pay back dia debt. E say urgent need don dey to consider expansion and extension of di Debt Service Suspension Initiative to include all Developing, Least Developed and Small Island Developing States wey dey face fiscal and liquidity challenges. He also call for review of eligibility and criteria for debt suspension. President Buhari also tok say fair and equitable trade go eventually eliminate di need for aid.  E add join say Nigeria plus all African kontris no wish to continue to dey wait for aid from developed kontris. ""All we need na fair and equitable system of international trade"". On top di fight against terrorism, President Buhari tell world leaders say Boko Haram terrorist group still dey active for di kontri and dey pry on soft target.  Im assure dem say ""di kontri no go spare any effort in addressing di challenges wey di activities of Boko Haram don cause for di North-East and Lake Chad region. E say dem go also deal wit di issue of banditry for di North-West and North Central Region.",https://www.bbc.com/pidgin/tori-58682341,NIGERIA

Babtunde Fashola: 'I no get hand for 2023 presidential campaign poster',"Nigeria Minister of Works and Housing, Babatubde Fashola say im no get hand for one presidential campaign poster wey bin go viral for social media for weekend. Di poster bin show di Minister and Govnor of Borno state, Prof. Babagana Zulum pose as presidential and vice presidential candidates wey one support group, ""Di Nigeria Project 2023"" dey behind. However oga Fashola media aide, Hakeem Bello for inside statement say make Nigerians ignore di poster as di group no contact di minister or ask for im consent before dem issue invitation. Di Nigeria Project 2023 wey dey signed by one Abayomi Mademaku as di convener, say di group go launch di campaign on October 2nd. ""Ordinarily, di poster and di various social media reports na something wey go dey normally ignored as di handwork of mischief makers. However, e become necessary to issue dis disclaimer for two key reasons. Di first na to answer with a strong negative to di numerous inquiries from well-meaning Nigerians on weda di group don contact di Honorable Minister or if di groups bin get im permission before dem issue di invitation. No individual or Group don contact di Honorable Minister for or on behalf of The Nigeria Project 2023. As Honorable Minister, Mr Fashola dey currently focused on leading im dedicated Team in di Ministry of Works and Housing to deliver on di mandate of President Muhammadu Buhari for an expanded and upgraded road transport infrastructure; and affordable Housing nationwide in order to achieve economic growth and prosperity for di citizenry. "" Na so di statement tok. No be only oga Fashola wey be former Lagos state govnor don come out to say im neva show any interest to run for 2023 general elections. Earlier, tori say Nigeria Vice President, Professor Yemi Osinbajo go run for President for 2023 bin also fly up and down as pipo don already dey drum campaign for am but e comot to deny di tori. Also di presidential candidate for di Peoples Democratic Party during di 2015 general election, Atiku Abubakar and di Ekiti state governor, Kayode Fayemi bin say dem no get hand for online posters wey bin declare support for dem as president for 2023.   Meanwhile, Southern govnors for inside communiqué afta one recent meeting dem get bin agree say di next president of Nigeria must comot from di southern region.",https://www.bbc.com/pidgin/tori-58700379,NIGERIA

How dog bite Nigerian student for 'scrotum' for im hostel,"Di 100 level student of Adekunle Ajasin University for Akungba, Ondo state, South-west Nigeria wey dog bin bite earlier dis week don dey discharged from hospital, according to police. Di Ondo state police command wey confam di dog bite say na one 400 level student, Abass Olagunju Pit-Bull dog (Charlie) bite Sadiq Opeyemi. 18 year old Sadiq wey dey di same department wit im senior colleague bin dey run go meet di owner of di dog for hostel where dem together dey stay, when di dog bite am for im upper thigh wey affect di skin of im scrotum. Police say dem invite di owner of di dog to come wit di dog for investigation, afta questioning, dem understand say di dog dey licensed and e get anti-rabies certificate. Dis tori dey come less than one week wen similar incident happun for Nteje, Oyi local goment area for Anambra state where dogs bite one three year old pikin to death. Di family of Obinna Ude bin carry am to go register for school wen di dogs attack am for di school environment. Anambra police command for inside statement say di dogs wey  dey live within di school environment bin jump out of di cage and attack Obinna Ude. Dem rush di toddler go hospital but di doctor confam im death. Police say dem still dey torchlight di mata.",https://www.bbc.com/pidgin/tori-58694720,NIGERIA

Niger Delta University female student for Bayelsa narrowly escape suspected ritualist wey bin don tie her and cut her throat,"Police for Bayelsa State don arrest one suspected ritualist wey bin wan kill im girlfriend for Ogbobiri community, Sagbama local goment area. Police tok-tok pesin for di state SP Asinim Butswat say operatives of Operation Doo Akpor join body with vigilante members of Ogobiri Community, to arrest di alleged ritualist.  Dem arrest di suspected ritualist, Sunday Favour Ojo from Edo State, on 21 September, 2021, about 11am for  Ogobiri- Toruebeni drive for Sagbama Local Goment Area.  Di suspect bin dey date di victim, Deborah Emafridom wey be year one student of Niger Delta University Wilberforce Island, Amassoma. Tori be say di victim, Deborah Emafridom tell her room mates say she dey go out wit her boyfriend but di suspect, Sunday Ojo lure her to a nearby bush, and inside one uncompleted building, tie her hands, pour acid for her face and cut her throat but im no get waterproof bag to put di body parts so im comot to go buy am. But some community boys wey see am come ask am about di girl wey waka comot wit am and im say kidnappers don carry her. Na dia dem catch am come force am to carry dem go show dem wia she dey. Meanwhile di victim try crawl out of di building wia her attacker bin tie her put and one keke driver see her, come rush her go hospital. Commissioner of Police Bayelsa State Command, CP Echeng E. Echeng commend di vigilante members for di community for dia role in di arrest. Im come ask members of di public to continue to volunteer useful information to Police and oda security agencies. Di victim don dey receive treatment and police don begin investigate di mata. Recent tori wey dey trend dey show increase in kidnapping and ritual killings for Nigeria wey many dey call  'yahoo, yahoo' or 'yahoo plus' as a get rich quick avenue. Police and oda fraud agencies like EFCC don increase dia work to go after pipo, mostly young boys wey dey into such.  ",https://www.bbc.com/pidgin/tori-58661990,NIGERIA

Nigeria emergency number 112: Senate pass bill to establish new number - See wetin you need to know about di act,"Nigerian Senate don pass bill to introduce nationwide toll-free emergency number for Nigerians. Di senate committee on communications propose 112 as di only emergency number to call across di kontri. Dis number go now replace 191 wey be di former emergency number is e become law. During presentation of di reports to di senate, Senator Biodun Olujimi representing Ekiti South constituency say di adoption of 112 as di only emergency number for Nigerians go stop di confusion of which help line number to call.  Di report also note say citizens fit easily memorize and call 112 wen dem dey in distress situation. One of di reasons why dem also introduce di toll-free number na to implement a nationwide system for di reporting of emergencies to emergency service for Nigeria. And for Nigerians to get access to emergency service agencies for quick and timely response. Wetin be dis emergency pesin go fit call di number for? Na all forms of emergency situations like: Dis 112 number go be di single point of contact. Di Nigerians Communications Commission go manage and supervise and implement di bill and im provision. Also, di NCC don already deploy di number, according to wetin di senate tok. Dem tok say na di NCC go dey responsible for formulating regulations and guidelines for di operations of di service. Wetin remain na for di president to assent to di bill wey don already become an act. Nigeria 112 go later be like di popular 911 emergency number wey pipo dey use for abroad wen dem dey any emergency situation if e become law.",https://www.bbc.com/pidgin/tori-58648427,NIGERIA

"Rescue Nigeria Project: Prof. Attahiru Jega, Donald Duke, odas tear rubber movement and how e go work","Former oga for Nigeria Independent National Electoral Commission, INEC, Professor Attahiru Jega alongside Professor Pat Utomi, former Govnors of Kwara Abdulfatah Ahmed and Cross River Donald Duke gather for Abuja to form di Rescue Nigeria Project. Di National co-ordinator of di project Mallam Usman Bugaje tell BBC Pidgin say, dia project no be political party but na movement wey go push political parties to do right tin wey go lead to good governance for Nigeria. Bugaje wey serve as adviser to former Vice President Atiku Abubakar also yan say no be 2023 dey dia mind as some reports don already begin tok but di 'future of Nigeria and 'good leadership' na im dem dey concerned about. ""We no go just siddon to dey continue to allow di kontri dey spoil dey go na why we come together to from Rescue Nigeria Project. Our aim na to push political parties to comot beta way wey leaders go dey come out instead of di present ways wey no dey pure and dey only give room for bad leadership. Wit di way our political parties dey at di moment, no way any beta leadership for di kontri go comot from dia dis na why we come together to save our kontri."" Dis na wetin di National co-ordinator yan.  Bugaje say dem no dey target anybody or any group but dia own na for Nigeria to get beta leadership. On weda some of dem get political ambition, dis na wetin e tok. ""For now none of us don comot show any interest for any political office but if di time come we go discuss am."" For Nigeria, elections go hold in 2023 and INEC wey dey in charge of conducting elections for di kontri say dem go release timetable for November dis year. Nigerians dey expect say di major political parties na dem go still make waves for di next elections. Di All Progressive Congress (APC) na dem be ruling party for Nigeria and 2023 go make am eight years wey dem don rule di kontri. Di oda major party na di People's Democratic Party (PDP) wey lose power for 2015 after current president Muhammadu Buhari defeat den presido Goodluck Jonathan six years ago. For most Nigerians, di concern no be majorly about 2023 but na about leaders wey go make a difference for dia lives.",https://www.bbc.com/pidgin/tori-58648428,NIGERIA

Rivers state Prophet Israel Georgewill wey die afta im lover give am love portion don get justice and go finally dey buried nine years afta,"Family of late Prophet Israel Georgewill, wey die after im lover, Onyema Bright Worlu give am love portion, don begin plan im burial nine years afta im die. One of im brothers, Abu Georgewill tell BBC Pidgin say, di family go hold meeting on Sunday 26 September 2021 to decide di date of im burial as dem bi no wan bury am while di court case to determine how dia brother take die for 2012 bin still dey go on. Na on Thursday, 16 September 2021, High Court for Port Harcourt sentence two women, Onyema Bright Worlu and Prophetess Edina Loveday Worleru to life imprisonment after di court find dem guilty of manslaughter for di death of Israel Georgewill.  Di Court find say, Edina Loveday Worleru wey be prophetess of a spiritual Church for Rumuche community for Emohua Local goment area of Rivers State, prepare poisonous substance in di name of love portion for Onyema Bright Worlu to give her boyfriend, Late Israel Georgewill, wey also be Prophet for anoda spiritual Church within di community. Di trial Judge, Justice Adolphus Enebeli as im deliver judgment for di mata wey start since 2012, find say Onyema Bright Worlu voluntarily make di confessional statement she make for police station on how dem plan, prepare and administer di love portion wey kill Israel Georgewill; dem no force her to make di statement under duress and so im come find di two women guilty of manslaughter and sentence dem to life imprisonment wey dem go serve for di Port Harcourt Correctional Centre. Di State Prosecuting Counsel Chidi Ekeh tell BBC Pidgin say, Onyema Bright Worlu confess say for 2012, she bin ask Prophetess Edina Loveday Worleru to make love portion for her wey she go take give her lover man, Israel Georgewill to get favour from am.  So di Prophetess come give her substance with instruction on how she go administer am. She say she give her di one wey she go put for im drink and di one she go put for her private part. ""So Onyema Worlu come invite her lover Georgewill, put some of di love portion substance for di Malt drink wey im drink and anoda one for di water im drink. She come rub anoda one for her private part and dem come make love. Afa dem finish di first round of sex,  di man wey die, Georgewill come begin feel very hot and uncomfortable from inside im body so im run out of di room begin run go im church but unfortunately im die right in front of im church house as im no fit make am into di church.   Immediately im begin bring out foam from im mouth and im body begin swell up as im die. So neighbours around wey see wetin happen, go hold di woman and ask her wetin happen as na di two of dem bin dey togeda. Dem come drag her go wia di man lay dead for di church house. Na dia she come bring out something from her private part troway inside bush and some boys rush go pick am. Dem carry her go di Divisional Police Station and she confess wetin she do."" Chidi Ekeh say dem bring Toxicologist from Lagos to test di substance wey Onyema bring out from her private part troway and di Toxicologist testify for Court say di test wey dem conduct on di substance show say di substance na 'Otapiapia', substance dem dey take do rat poison and e dey very dangerous to human health as e dey work like acid. Na dat substance di Prophetess take make di love portion.  ""Di physical appearance of late Georgewill after im die show say wetin im take-in, digest be like acid as e burn im belle inside out so na clear case of murder wey carry death sentence but di court see am say na manslaughter with life imprisonment sentence and we agree with di court."" After di judgement, lawyer to Onyema Worlu di first defendant, Vincent Chuku say dem go appeal di judgment for di interest of justice. But just two days after di judgement, on Saturday 18 September 2021, di second defendant, Prophetess Edina Loveday Worleru die. Prison authorities confam say she fall sick on Friday following di judgement and dem rush her go hospital but she no make am as she later die.  Di State Counsel Chidi Ekeh say her family no go fit collect her deadibody for burial because since she still be di property of di Federal goment wey dey serve life imprisonment sentence, na di prison authorities go bury her and even in death, she go still serve her prison term. ",https://www.bbc.com/pidgin/tori-58661995,NIGERIA

"Sudan coup attempt: Guinea coup d'état, Mali junta, why coup dey return for Africa","Military coups don begin happen often for Africa, dis na afta many years of stability for di continent. Most of di coup wey dey happen for Africa don see soldiers use force take over di reign of power. Di one wey for be di latest coup incident na for Sudan wey di attempt fail. Just less dan one month ago na soldiers for Guinea wey kidnap dia President Alpha Condé for coup. In less dan one year Mali don experience two coups wey di Economic Community for West African States (Ecowas) still never fit resolve. Anytime wey soldiers successfully carry out any coup dem dey blame on corruption. Odas dey tok sey na sake of poverty and di need to unite di kontri. ""African kontris don get conditions wey dey common for coups, like poverty and poor economic performance.  ""Wen coup happen for one kontri e dey make di tin happen for oda kontris,"" Jonathan Powell tell BBC. Dis research work wey cover 19 African kontris show 6 out 10 further confirming say corruption na major reason wey coup plotters dey give - e confirm wetin Powell tok. Nigeria na one kontri wey get reputation for military coups. But those coup start to happen afta Independence and na eight don happen wey lead to di emergence of General Sani Abacha for 1993.  But Sudan na di kontri wit di highest number of coups wit 15 incidents - five of dem dey successful.  Di latest one happen for 2019 wit di removal of Omar al-Bashir as head of state. According to one study, na 80 successful coups don happen for sub-Saharan Africa. 108 of coup attempt wey happen between 1956 and 2001 don fail, di report show. Uganda, Côte d'Ivoire, Niger, Sierra Leone, Rwanda, Zimbabwe na some oda African kontris wey don experience coup.",https://www.bbc.com/pidgin/tori-58643493,NIGERIA

Dollar to naira today black market: CBN Govnor Godwin Emefiele gatz ansa dis Nigerians,"As Nigerians still dey tok di mata of Naira and Dollar rates, Central Bank of Nigeria dey di middle of conversation. So BBC News Pidgin ask Nigerians ontop Facebook and Instagram wetin dem go ask di Governor of Central Bank of Nigeria (CBN), Godwin Emefiele. Dis dey follow di ban on alternative naira exchange rate website, Aboki Fx. And di ban of Bureau De Change to sell foreign currency in order to save di economy. Bashorun Adebiyi Solomon ask say ""How Abokifx update take affect a whole kontri currency?"" E also ask say, ""Loan limit no dey wey di Federal goment fit borrow reach?"" Chinedu Anthony ask say, ""Why e easy make outside forces determine exchange rate for Nigeria?"" Adamu Chinedu Alabi ask say, ""why CBN no dey put eyes on Nirsal microfinance bank program ?"" Tyohen Jemgbagh wan ask about E-Naira. And Dennis Alozie wan know ""wetin be the economic importance of e-naira?"" Longdem Josiah dey ask, ""why be say na china phones and other products mostly dey nija, but na dollar we they use buy them no be Chinese currency weh be yuan?"" Keleci Nwabueze wan know why im study agriculture dey run di kontri economy? Starrah Sparkle dey ask about di inflation for di kontri and why e dey soo much. Edoh Sunday A ask say ""Shey dis borrow borrow wey Nigeria goment dey do get future effect for Nigeria?"" Nonso Onuorah Kevin dey ask about Aboki Fx, e say ""For 2015, Aboki Fx still dey function and di dollar bin dey at 150 naira, so wetin happun nau?"" Many pipo still get question concerning di shutdown of di Aboki Fx and im effect on di currency value. Aboki Fx na website wey start for 2014 bin dey work as information service company to gada informate on top di parellel market rate. Dem tok for inside statement say dem no dey trade for foreign exchange. Di research wey dem carry out for years even before dem start to dey di parallel market rate don dey used for research purposes. Di site dey get di information for parallel market from di streets of \Lagos and na di average rate dem dey publish. Di site boast of customers for ova 200 kontris wey dey use dia rates. Central bank of Nigeria Governor, Godwin Emefiele on Friday say di apex bank go shut down di operations of Aboki FX. Oga Emefiele wey tok dis one after di Monetary policy committee two-day meeting for Abuja. Di CBN Gonor describe di website as one ""illegal and criminal platform wey dey do illegal forex transactions. E add say dem dey give tori on parallel market forex price ontop di rise in FX rates against Nigeria."" Di CBN oga say di apex bank also get plans to prosecute di owner of di platform wey im name bi Adedotun Oniwinde.  ""I don give instructions to our experts to go after im website and let am dey clear say we go go afta am, sake of we no fit allow dis to kontinue."" Godwin Emiefele tok. Emefiele add say CBN no sabi any forex market window apart from Investors and Exporters window. According to Emefiele, di owner of di currency exchange website na Nigerian Oniwinde Adedotun wey dey live for di abroad. But add say  Adedotun wan cause gbege for di Nigeria economy and di government no go fold hands dey look. But wetin di CBN oga tok provoke many Nigerians.",https://www.bbc.com/pidgin/tori-58644970,NIGERIA

BBNaija S6: Nini return back to Big Brother Naija house plus Saga and oda housemates reactions afta her secret exit task,"Big Brother Naija housemate Nini don return back afta her secret task to exit di house for 24 hours. She enta di house for early mor-mor on Thursday and tori be say nobody for see her but Pere see wen she dey enta. E immediately alert Saga, di two of dem run go di bedroom and see her dey sleep for her bed. Di tori of Nini exit from di house be say Biggie, bin ask her to prank her housemates by exiting for 24 hours. Her return na big relief for Saga and di oda housemates wey bombard her wit many questions about wia she bin go. For di first time in 24 hours, Saga find im voice and laugh about di whole tin as im discuss Nini return mata wit Pere.  Nini absence been dey difficult for Saga. im bin cry about di mata for morning, and e really affect im mood di whole day. Im even go as far as hiding pictures of Nini wen Biggie bin ask di housemates to pack her tins go di storeroom. Now wey she dey return, Saga don get back im old self. E even claim say im know say na prank dat na why im bin no believe all di ideas wey di housemates bin dey tok say Nini na fake housemate or say she bin no fit handle di pressure again. Although Pere still dey insist say di Head of House Liquorose and Deputy Cross hand dey inside dis prank. E claim say dem bin know about di prank all dis while and na dem help make am happen. Even though Saga mind don come down, e claim say dis prank bin dey really painful and im go need help from psychologist to make sense of Nini absence.  According to am, di whole tin remind am of di time wen im mama die.  Saga add say Nini absence from di house na im worst nightmare. Wen Saga ask her about her whereabouts, Nini say she bin dey around and she no go anywhere. Even wen Queen and a few oda housemates come ova to her bedside, she no change mouth. Di whole tin come dey like she dey vex ontop dis wia she bin dey tok.  ""Why una dey behave somehow "" she tok? As she still insist say she dey here and she fine. She begin tell dem everything dem bin dey do wen she bin no dey around. She say she feel say di reason why Saga bin no dey tok na because dem bin fight.  Angel shock just dey look den she ask her wia she bin dey wen Biggie call her to di Diary room.  She tell her say she bin dey toilet. But Angel still no believe her, but sha tell her say she dey happy say she don come back from wia she go. Voting go end today by 9pm to save di six nominated housemates from possible eviction. Na Angel, Nini, Pere, Queen , Saga, and Whitemoney dey nominated for eviction dis Sunday.",https://www.bbc.com/pidgin/tori-58661393,NIGERIA

"BBNaija: Saga cry, Nini miss plus oda reactions to Big Brother secret task to Big Brother Naija housemate to exit house","Big Brother Naija housemate Nini secret task to exit from di Shine Ye Eye house don shake di house. Di tin hit her closest paddy for di show Saga di most, afta im find out say she dey miss. Saga and oda housemates bin search di whole house to find Nini but dem no see her. Saga no stop dia im knock di Diary Room door to see Big Brother before im camp outside dia. ""Where Nini, nah? Which kind tin be dis? Big Brother open door jor."" Saga tok. Her fellow housemate Angel feel say dis Nini mata na voluntary exit, while Pere feel say dis na prank. As day break, di Nini mata still dey boda Saga well-well. Saga siddon outside di garden alone dey reason di whole mata again na dia im begin cry. Nini and Saga dey very close for inside di house, two of dem dey behave like couple even though Nini don make am clear say she get boyfriend outside. Last week, Big Brother bin give Saga secret task to quarrel wit Nini but im fail to execute di task instead im open up tell Nini about di secret mission During Nini Diary Session on Tuesday, Big Brother give her secret task to disappear from di house for 24 hours starting from midnight. For her exit, Biggie ask her to use di secret door by di Games lounge, and wait dia until di house asleep. Nini dey expected to spend di next 24 hours dia. While she dey di white room, she go get access to wetin dey happun for di house by watching one television. And den wen she return, she must act as if she dey di house all dis while. Di show host Ebuka Obi-Uchendu say: ""Dis tin remind me of wen LASTMA tow my car dat year. I enta supermarket come out start to find car. I check gutter like three times."" And Emmy@ Girll_NextDoor say: ""Biggie please drop one faint voice of Nini say Saga help me.""  Meanwhile Comr Favour Sammy say: ""Biggie please na Saga mental health oo... Em don dey knack diary room door for two hours now."" While Emmacitadel comedy say: ""No be juju be that?."" Yolanda Kondo say: ""Ohh please Biggie look as your son dey cry for im best friend."" Dis week, six housemates dey up for possible eviction, Saga, Pere, Nini, Angel, Whitemoney and Queen. Di nominated housemates go know dia fate on Sunday during di live eviction show.",https://www.bbc.com/pidgin/tori-58649125,NIGERIA

Tonto Dike and Prince Kpokpogiri: Nollwood star call out ex-lover for alleged 'blackmail' plus how e respond,"Nollywood actress Tonto Dike don call out her ex-lover Prince Kpokpogiri again for allegedly blackmailing her. Inside Instagram post to her 6.9 million followers, di popular actress say make prince sop dey run and present imsef to ansa for di allegations against am. ""Afa I listen to these leaked voice note between JOSEPH EGBRI(fake name Prince kpokpogri) and merit, I personally call off my relationship with a man I bin honestly LOVE."" Now dis one no dey enough for blackmail and lies but e dey all good and great. Respectfully, All we dey ask na to come ansa to di law for your illegal recording and release of my private moments (A CRIME) wey happen months back before I actually respectfully end dis relationship, extortion(A CRIME), blackmail(A CRIME) amongst oda tins, allegations about you."" She tok. Di actor end di post by asking her ex-lover to allow di law to operate. ""My darling JOSEPH EGBRI e go dey only fair enough for you to allow di law operate.. If dis na made up allegations you no need to fear, FOR A CLEAN HEART FEAR NOTHING.. But you need to stop running and face di consequences of your actions."" Tonto tok. E no too tey afta Tonto post wey prince respond.  According to am, e hands dey clean and e also too bin genuinely love Tonto wen dem dey togeda.  ""My awesome T, like I call you Knowing you bin dey pleasurable. E go be a disservice to di institution called love if I say I regret knowing you as no be so. E fit be short memory but e go last a life time. Did I love you? Absolutely yes. For your weaknesses and vulnerability, I still love you and bin ready to walk you through the challenges of life."" Kpokpogiri tok. Although Kpokpogiri no directly tok about di issue of di blackmail of Tonto, e add for im statement for im Instagram page say im hand dey clean and wetin cause dia break-up na anoda mata not di issue of di voice note. ""In our hurts, we do not burn bridges for we go always cross dem again. Na dis rule I dey live by all my life. Countless times, I complain to our mutual friends of how tired I dey of your heavy smoking and drinking. I make am clear say I go to walk away if e continue yet you never stop or make effort despite my willingness to stand by you till you gradually stop. Dis na wetin break us up and no be di voice note. I don live and dey live a clean life. No amount of blackmail fit pull me down."" Prince tok. For July 2021, di actress bin officially confam say she dey in a relationship with Prince Kpokpogri. Di Nollywood actor tag Prince Kpokpogri inside social media post where she dey count her blessings and also refer to am as her 'husband'. She say ""I ADORE YOU @kpokpogri @kingandre_dikeh and all our kids. Thank you to MY HUSBAND."" For di video she post for her verified Instagram handle, e show her and Prince Kpokpogiri for di graduation ceremony of her son, King Andre, di son she get wit her ex-husband Churchill Olakunle. Madam Tonto write say God don answer one of her secret prayers as e give her man wey stand wit her as her head and as a father to her son. She thank God for her new status as she declare say if ""happiness na pesin, e for be her."" Tori of her new found love begin fly wen she celebrate di birthday of di man she claim say she dey in love wit, wit big cake and plenty gifts. Although she no mention name and she bin no post any foto for di post. Plenty pipo bin congratulate her and say dem happy for her. Prince Kpokpogri too enta social media to unveil Tonto Dike and e say she dey blessed among women, im don later delete di post. Prince Kpokpogiri come from Isoko, Delta state. Pipo bin no too know am till e come into limelight recently during im birthday for 27 June 2021 afta tori carry am say na im be di new man wey dey Tonto Dike life.",https://www.bbc.com/pidgin/tori-58635505,NIGERIA

